蛤蛤蛤我是誰我在哪
community cards of this round: ['H7', 'S4', 'D6', 'DT', 'D5']
name: baseline1, hole_card: ['DJ', 'HA']
name: baseline4, hole_card: ['ST', 'DK']
community cards of this round: ['C4', 'C9', 'CA', 'H4', 'C6']
name: b10204022, hole_card: ['D4', 'HK']
name: baseline4, hole_card: ['CK', 'H6']
haha are you baseline4?
name: b10204022, hole_card: ['D4', 'HK']
name: baseline4, hole_card: ['CK', 'H6']
name: b10204022, hole_card: ['D4', 'HK']
name: baseline4, hole_card: ['CK', 'H6']
community cards of this round: ['HA', 'C3', 'D8', 'S2', 'H2']
name: b10204022, hole_card: ['HK', 'DQ']
name: baseline4, hole_card: ['SA', 'SQ']
haha are you baseline4?
name: b10204022, hole_card: ['HK', 'DQ']
name: baseline4, hole_card: ['SA', 'SQ']
community cards of this round: ['D6', 'C7', 'CK', 'D9', 'H6']
name: b10204022, hole_card: ['SJ', 'SQ']
name: baseline4, hole_card: ['S8', 'S5']
haha are you baseline4?
name: b10204022, hole_card: ['SJ', 'SQ']
name: baseline4, hole_card: ['S8', 'S5']
name: b10204022, hole_card: ['SJ', 'SQ']
name: baseline4, hole_card: ['S8', 'S5']
community cards of this round: ['D4', 'HJ', 'C6', 'H7', 'C5']
name: b10204022, hole_card: ['H3', 'H6']
name: baseline4, hole_card: ['D6', 'SJ']
haha are you baseline4?
name: b10204022, hole_card: ['H3', 'H6']
name: baseline4, hole_card: ['D6', 'SJ']
b10204022 vs baseline4 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'bexlcwapmhysvddkvwwnea', 'stack': 1760.0, 'state': 'participating'}, {'name': 'baseline4', 'uuid': 'dltxcxlqmnnfitvokhlsum', 'stack': 237.01219932716566, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['S9', 'CQ', 'D2', 'H9', 'C4']
name: baseline4, hole_card: ['C8', 'D7']
name: b10204022, hole_card: ['H2', 'D6']
name: baseline4, hole_card: ['C8', 'D7']
name: b10204022, hole_card: ['H2', 'D6']
name: baseline4, hole_card: ['C8', 'D7']
name: b10204022, hole_card: ['H2', 'D6']
name: baseline4, hole_card: ['C8', 'D7']
name: b10204022, hole_card: ['H2', 'D6']
name: baseline4, hole_card: ['C8', 'D7']
name: b10204022, hole_card: ['H2', 'D6']
community cards of this round: ['D5', 'H4', 'HJ', 'SQ', 'S9']
name: baseline4, hole_card: ['S3', 'H5']
name: b10204022, hole_card: ['HT', 'C8']
name: baseline4, hole_card: ['S3', 'H5']
name: b10204022, hole_card: ['HT', 'C8']
name: baseline4, hole_card: ['S3', 'H5']
name: b10204022, hole_card: ['HT', 'C8']
name: baseline4, hole_card: ['S3', 'H5']
name: b10204022, hole_card: ['HT', 'C8']
community cards of this round: ['C2', 'DT', 'D6', 'H6', 'SA']
name: baseline4, hole_card: ['S9', 'S4']
name: b10204022, hole_card: ['D5', 'DA']
name: baseline4, hole_card: ['S9', 'S4']
name: b10204022, hole_card: ['D5', 'DA']
name: baseline4, hole_card: ['S9', 'S4']
name: b10204022, hole_card: ['D5', 'DA']
name: baseline4, hole_card: ['S9', 'S4']
name: b10204022, hole_card: ['D5', 'DA']
name: baseline4, hole_card: ['S9', 'S4']
name: b10204022, hole_card: ['D5', 'DA']
community cards of this round: ['H9', 'CK', 'DJ', 'HJ', 'S7']
name: baseline4, hole_card: ['H8', 'DQ']
name: b10204022, hole_card: ['S6', 'C5']
name: baseline4, hole_card: ['H8', 'DQ']
name: b10204022, hole_card: ['S6', 'C5']
name: baseline4, hole_card: ['H8', 'DQ']
name: b10204022, hole_card: ['S6', 'C5']
community cards of this round: ['ST', 'C6', 'S5', 'D4', 'C7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
name: baseline4, hole_card: ['H3', 'CT']
name: b10204022, hole_card: ['S4', 'S7']
community cards of this round: ['D3', 'H5', 'H7', 'S5', 'C5']
name: baseline4, hole_card: ['D7', 'S2']
name: b10204022, hole_card: ['DJ', 'ST']
name: baseline4, hole_card: ['D7', 'S2']
name: b10204022, hole_card: ['DJ', 'ST']
name: baseline4, hole_card: ['D7', 'S2']
name: b10204022, hole_card: ['DJ', 'ST']
name: baseline4, hole_card: ['D7', 'S2']
name: b10204022, hole_card: ['DJ', 'ST']
community cards of this round: ['ST', 'CJ', 'C2', 'CT', 'H3']
name: baseline4, hole_card: ['H6', 'HA']
name: b10204022, hole_card: ['H2', 'D9']
name: baseline4, hole_card: ['H6', 'HA']
name: b10204022, hole_card: ['H2', 'D9']
name: baseline4, hole_card: ['H6', 'HA']
name: b10204022, hole_card: ['H2', 'D9']
name: baseline4, hole_card: ['H6', 'HA']
name: b10204022, hole_card: ['H2', 'D9']
community cards of this round: ['DA', 'C6', 'H8', 'H5', 'C8']
name: baseline4, hole_card: ['CA', 'H4']
name: b10204022, hole_card: ['H2', 'SJ']
name: baseline4, hole_card: ['CA', 'H4']
name: b10204022, hole_card: ['H2', 'SJ']
name: baseline4, hole_card: ['CA', 'H4']
name: b10204022, hole_card: ['H2', 'SJ']
community cards of this round: ['H9', 'H6', 'H5', 'SA', 'SJ']
name: baseline4, hole_card: ['DA', 'D6']
name: b10204022, hole_card: ['S5', 'S4']
haha are you baseline4?
name: baseline4, hole_card: ['DA', 'D6']
name: b10204022, hole_card: ['S5', 'S4']
name: baseline4, hole_card: ['DA', 'D6']
name: b10204022, hole_card: ['S5', 'S4']
name: baseline4, hole_card: ['DA', 'D6']
name: b10204022, hole_card: ['S5', 'S4']
community cards of this round: ['C6', 'C7', 'CK', 'C4', 'S7']
name: baseline4, hole_card: ['HA', 'D3']
name: b10204022, hole_card: ['D7', 'C9']
haha are you baseline4?
name: baseline4, hole_card: ['HA', 'D3']
name: b10204022, hole_card: ['D7', 'C9']
name: baseline4, hole_card: ['HA', 'D3']
name: b10204022, hole_card: ['D7', 'C9']
community cards of this round: ['C6', 'C4', 'H3', 'SQ', 'S5']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
haha are you baseline4?
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
name: baseline4, hole_card: ['H6', 'CQ']
name: b10204022, hole_card: ['HA', 'CT']
community cards of this round: ['H2', 'D4', 'S5', 'HJ', 'C5']
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
haha are you baseline4?
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
name: baseline4, hole_card: ['SA', 'H9']
name: b10204022, hole_card: ['DA', 'H4']
community cards of this round: ['C6', 'D3', 'DK', 'C8', 'CQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
haha are you baseline4?
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
name: baseline4, hole_card: ['DT', 'S8']
name: b10204022, hole_card: ['SK', 'SQ']
community cards of this round: ['S9', 'C6', 'H2', 'SJ', 'DA']
name: baseline4, hole_card: ['H9', 'CJ']
name: b10204022, hole_card: ['H8', 'D7']
haha are you baseline4?
name: baseline4, hole_card: ['H9', 'CJ']
name: b10204022, hole_card: ['H8', 'D7']
name: baseline4, hole_card: ['H9', 'CJ']
name: b10204022, hole_card: ['H8', 'D7']
community cards of this round: ['HJ', 'S5', 'H2', 'S7', 'CA']
name: baseline4, hole_card: ['HQ', 'D8']
name: b10204022, hole_card: ['SQ', 'CK']
haha are you baseline4?
name: baseline4, hole_card: ['HQ', 'D8']
name: b10204022, hole_card: ['SQ', 'CK']
community cards of this round: ['C6', 'HK', 'H4', 'C8', 'C2']
name: baseline4, hole_card: ['DK', 'C3']
name: b10204022, hole_card: ['S2', 'C4']
haha are you baseline4?
name: baseline4, hole_card: ['DK', 'C3']
name: b10204022, hole_card: ['S2', 'C4']
name: baseline4, hole_card: ['DK', 'C3']
name: b10204022, hole_card: ['S2', 'C4']
community cards of this round: ['HT', 'D8', 'DQ', 'S5', 'C3']
name: baseline4, hole_card: ['D4', 'S6']
name: b10204022, hole_card: ['S7', 'C8']
haha are you baseline4?
name: baseline4, hole_card: ['D4', 'S6']
name: b10204022, hole_card: ['S7', 'C8']
community cards of this round: ['HJ', 'S7', 'DK', 'DQ', 'H9']
name: baseline4, hole_card: ['C4', 'CJ']
name: b10204022, hole_card: ['C8', 'H6']
haha are you baseline4?
name: baseline4, hole_card: ['C4', 'CJ']
name: b10204022, hole_card: ['C8', 'H6']
name: baseline4, hole_card: ['C4', 'CJ']
name: b10204022, hole_card: ['C8', 'H6']
community cards of this round: ['H3', 'HJ', 'DA', 'CA', 'DQ']
name: baseline4, hole_card: ['S2', 'DK']
name: b10204022, hole_card: ['C2', 'H7']
haha are you baseline4?
name: baseline4, hole_card: ['S2', 'DK']
name: b10204022, hole_card: ['C2', 'H7']
community cards of this round: ['HK', 'DQ', 'C8', 'C5', 'S9']
name: baseline4, hole_card: ['CK', 'H5']
name: b10204022, hole_card: ['CQ', 'D7']
haha are you baseline4?
name: baseline4, hole_card: ['CK', 'H5']
name: b10204022, hole_card: ['CQ', 'D7']
name: baseline4, hole_card: ['CK', 'H5']
name: b10204022, hole_card: ['CQ', 'D7']
b10204022 vs baseline4 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline4', 'uuid': 'cquezfymjkcynehknvyhae', 'stack': 762.2584289017445, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'tquwnmwxixklcwtjumtshi', 'stack': 1229.455862977602, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['S9', 'CQ', 'D2', 'H9', 'C4']
name: b10204022, hole_card: ['C8', 'D7']
name: baseline4, hole_card: ['H2', 'D6']
name: b10204022, hole_card: ['C8', 'D7']
name: baseline4, hole_card: ['H2', 'D6']
name: b10204022, hole_card: ['C8', 'D7']
name: baseline4, hole_card: ['H2', 'D6']
name: b10204022, hole_card: ['C8', 'D7']
name: baseline4, hole_card: ['H2', 'D6']
community cards of this round: ['D5', 'H4', 'HJ', 'SQ', 'S9']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
name: b10204022, hole_card: ['S3', 'H5']
name: baseline4, hole_card: ['HT', 'C8']
community cards of this round: ['C2', 'DT', 'D6', 'H6', 'SA']
name: b10204022, hole_card: ['S9', 'S4']
name: baseline4, hole_card: ['D5', 'DA']
name: b10204022, hole_card: ['S9', 'S4']
name: baseline4, hole_card: ['D5', 'DA']
name: b10204022, hole_card: ['S9', 'S4']
name: baseline4, hole_card: ['D5', 'DA']
community cards of this round: ['H9', 'CK', 'DJ', 'HJ', 'S7']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
haha are you baseline4?
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
name: b10204022, hole_card: ['H8', 'DQ']
name: baseline4, hole_card: ['S6', 'C5']
community cards of this round: ['ST', 'C6', 'S5', 'D4', 'C7']
name: b10204022, hole_card: ['H3', 'CT']
name: baseline4, hole_card: ['S4', 'S7']
name: b10204022, hole_card: ['H3', 'CT']
name: baseline4, hole_card: ['S4', 'S7']
name: b10204022, hole_card: ['H3', 'CT']
name: baseline4, hole_card: ['S4', 'S7']
name: b10204022, hole_card: ['H3', 'CT']
name: baseline4, hole_card: ['S4', 'S7']
community cards of this round: ['D3', 'H5', 'H7', 'S5', 'C5']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
name: b10204022, hole_card: ['D7', 'S2']
name: baseline4, hole_card: ['DJ', 'ST']
community cards of this round: ['ST', 'CJ', 'C2', 'CT', 'H3']
name: b10204022, hole_card: ['H6', 'HA']
name: baseline4, hole_card: ['H2', 'D9']
name: b10204022, hole_card: ['H6', 'HA']
name: baseline4, hole_card: ['H2', 'D9']
name: b10204022, hole_card: ['H6', 'HA']
name: baseline4, hole_card: ['H2', 'D9']
name: b10204022, hole_card: ['H6', 'HA']
name: baseline4, hole_card: ['H2', 'D9']
community cards of this round: ['DA', 'C6', 'H8', 'H5', 'C8']
name: b10204022, hole_card: ['CA', 'H4']
name: baseline4, hole_card: ['H2', 'SJ']
name: b10204022, hole_card: ['CA', 'H4']
name: baseline4, hole_card: ['H2', 'SJ']
name: b10204022, hole_card: ['CA', 'H4']
name: baseline4, hole_card: ['H2', 'SJ']
name: b10204022, hole_card: ['CA', 'H4']
name: baseline4, hole_card: ['H2', 'SJ']
name: b10204022, hole_card: ['CA', 'H4']
name: baseline4, hole_card: ['H2', 'SJ']
community cards of this round: ['H9', 'H6', 'H5', 'SA', 'SJ']
name: b10204022, hole_card: ['DA', 'D6']
name: baseline4, hole_card: ['S5', 'S4']
name: b10204022, hole_card: ['DA', 'D6']
name: baseline4, hole_card: ['S5', 'S4']
name: b10204022, hole_card: ['DA', 'D6']
name: baseline4, hole_card: ['S5', 'S4']
name: b10204022, hole_card: ['DA', 'D6']
name: baseline4, hole_card: ['S5', 'S4']
community cards of this round: ['C6', 'C7', 'CK', 'C4', 'S7']
name: b10204022, hole_card: ['HA', 'D3']
name: baseline4, hole_card: ['D7', 'C9']
name: b10204022, hole_card: ['HA', 'D3']
name: baseline4, hole_card: ['D7', 'C9']
community cards of this round: ['C6', 'C4', 'H3', 'SQ', 'S5']
name: b10204022, hole_card: ['H6', 'CQ']
name: baseline4, hole_card: ['HA', 'CT']
name: b10204022, hole_card: ['H6', 'CQ']
name: baseline4, hole_card: ['HA', 'CT']
name: b10204022, hole_card: ['H6', 'CQ']
name: baseline4, hole_card: ['HA', 'CT']
community cards of this round: ['H2', 'D4', 'S5', 'HJ', 'C5']
name: b10204022, hole_card: ['SA', 'H9']
name: baseline4, hole_card: ['DA', 'H4']
name: b10204022, hole_card: ['SA', 'H9']
name: baseline4, hole_card: ['DA', 'H4']
community cards of this round: ['C6', 'D3', 'DK', 'C8', 'CQ']
name: b10204022, hole_card: ['DT', 'S8']
name: baseline4, hole_card: ['SK', 'SQ']
name: b10204022, hole_card: ['DT', 'S8']
name: baseline4, hole_card: ['SK', 'SQ']
name: b10204022, hole_card: ['DT', 'S8']
name: baseline4, hole_card: ['SK', 'SQ']
community cards of this round: ['S9', 'C6', 'H2', 'SJ', 'DA']
name: b10204022, hole_card: ['H9', 'CJ']
name: baseline4, hole_card: ['H8', 'D7']
name: b10204022, hole_card: ['H9', 'CJ']
name: baseline4, hole_card: ['H8', 'D7']
community cards of this round: ['HJ', 'S5', 'H2', 'S7', 'CA']
name: b10204022, hole_card: ['HQ', 'D8']
name: baseline4, hole_card: ['SQ', 'CK']
name: b10204022, hole_card: ['HQ', 'D8']
name: baseline4, hole_card: ['SQ', 'CK']
name: b10204022, hole_card: ['HQ', 'D8']
name: baseline4, hole_card: ['SQ', 'CK']
community cards of this round: ['C6', 'HK', 'H4', 'C8', 'C2']
name: b10204022, hole_card: ['DK', 'C3']
name: baseline4, hole_card: ['S2', 'C4']
name: b10204022, hole_card: ['DK', 'C3']
name: baseline4, hole_card: ['S2', 'C4']
community cards of this round: ['HT', 'D8', 'DQ', 'S5', 'C3']
name: b10204022, hole_card: ['D4', 'S6']
name: baseline4, hole_card: ['S7', 'C8']
name: b10204022, hole_card: ['D4', 'S6']
name: baseline4, hole_card: ['S7', 'C8']
name: b10204022, hole_card: ['D4', 'S6']
name: baseline4, hole_card: ['S7', 'C8']
community cards of this round: ['HJ', 'S7', 'DK', 'DQ', 'H9']
name: b10204022, hole_card: ['C4', 'CJ']
name: baseline4, hole_card: ['C8', 'H6']
name: b10204022, hole_card: ['C4', 'CJ']
name: baseline4, hole_card: ['C8', 'H6']
community cards of this round: ['H3', 'HJ', 'DA', 'CA', 'DQ']
name: b10204022, hole_card: ['S2', 'DK']
name: baseline4, hole_card: ['C2', 'H7']
name: b10204022, hole_card: ['S2', 'DK']
name: baseline4, hole_card: ['C2', 'H7']
name: b10204022, hole_card: ['S2', 'DK']
name: baseline4, hole_card: ['C2', 'H7']
community cards of this round: ['HK', 'DQ', 'C8', 'C5', 'S9']
name: b10204022, hole_card: ['CK', 'H5']
name: baseline4, hole_card: ['CQ', 'D7']
name: b10204022, hole_card: ['CK', 'H5']
name: baseline4, hole_card: ['CQ', 'D7']
b10204022 vs baseline4 - Game 4: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'ogvxdxkgutplsuzehueqil', 'stack': 1006.3040540540542, 'state': 'participating'}, {'name': 'baseline4', 'uuid': 'phcjgyelwwavihnjvefhmj', 'stack': 988.315305301471, 'state': 'participating'}]}
b10204022 vs baseline4 - Match Result: 3 games won, 5 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['HA', 'HJ', 'SK', 'D7', 'ST']
name: baseline5, hole_card: ['CQ', 'D6']
name: b10204022, hole_card: ['SJ', 'SA']
name: baseline5, hole_card: ['CQ', 'D6']
name: b10204022, hole_card: ['SJ', 'SA']
name: baseline5, hole_card: ['CQ', 'D6']
name: b10204022, hole_card: ['SJ', 'SA']
community cards of this round: ['H9', 'S6', 'CJ', 'S2', 'S7']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
name: baseline5, hole_card: ['HQ', 'DK']
name: b10204022, hole_card: ['S3', 'ST']
community cards of this round: ['HK', 'C8', 'SK', 'S4', 'CK']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
name: b10204022, hole_card: ['ST', 'D2']
name: baseline5, hole_card: ['S8', 'HA']
