community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
name: baseline4, hole_card: ['DT', 'S4']
name: b10202024, hole_card: ['D9', 'S7']
community cards of this round: ['S3', 'S4', 'D6', 'D9', 'H5']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
name: baseline4, hole_card: ['H7', 'SJ']
name: b10202024, hole_card: ['H2', 'HK']
community cards of this round: ['C8', 'DA', 'DJ', 'DT', 'CQ']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
name: baseline4, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H9', 'CK']
community cards of this round: ['D8', 'HQ', 'DQ', 'C9', 'CQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
name: baseline4, hole_card: ['C5', 'D7']
name: b10202024, hole_card: ['C4', 'SQ']
community cards of this round: ['C3', 'CQ', 'DK', 'H2', 'H7']
name: baseline4, hole_card: ['CJ', 'DJ']
name: b10202024, hole_card: ['H9', 'HJ']
name: baseline4, hole_card: ['CJ', 'DJ']
name: b10202024, hole_card: ['H9', 'HJ']
name: baseline4, hole_card: ['CJ', 'DJ']
name: b10202024, hole_card: ['H9', 'HJ']
name: baseline4, hole_card: ['CJ', 'DJ']
name: b10202024, hole_card: ['H9', 'HJ']
name: baseline4, hole_card: ['CJ', 'DJ']
name: b10202024, hole_card: ['H9', 'HJ']
community cards of this round: ['SK', 'H4', 'S3', 'S2', 'C5']
name: baseline4, hole_card: ['CQ', 'C3']
name: b10202024, hole_card: ['D2', 'CA']
name: baseline4, hole_card: ['CQ', 'C3']
name: b10202024, hole_card: ['D2', 'CA']
name: baseline4, hole_card: ['CQ', 'C3']
name: b10202024, hole_card: ['D2', 'CA']
name: baseline4, hole_card: ['CQ', 'C3']
name: b10202024, hole_card: ['D2', 'CA']
community cards of this round: ['SK', 'D3', 'CT', 'DA', 'D9']
name: baseline4, hole_card: ['DK', 'C2']
name: b10202024, hole_card: ['S7', 'S2']
name: baseline4, hole_card: ['DK', 'C2']
name: b10202024, hole_card: ['S7', 'S2']
name: baseline4, hole_card: ['DK', 'C2']
name: b10202024, hole_card: ['S7', 'S2']
name: baseline4, hole_card: ['DK', 'C2']
name: b10202024, hole_card: ['S7', 'S2']
community cards of this round: ['D8', 'D2', 'D7', 'HJ', 'C3']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
name: baseline4, hole_card: ['D9', 'C8']
name: b10202024, hole_card: ['CT', 'SQ']
community cards of this round: ['SA', 'D3', 'HJ', 'HT', 'S5']
name: baseline4, hole_card: ['D7', 'H9']
name: b10202024, hole_card: ['D5', 'D2']
name: baseline4, hole_card: ['D7', 'H9']
name: b10202024, hole_card: ['D5', 'D2']
name: baseline4, hole_card: ['D7', 'H9']
name: b10202024, hole_card: ['D5', 'D2']
name: baseline4, hole_card: ['D7', 'H9']
name: b10202024, hole_card: ['D5', 'D2']
community cards of this round: ['C5', 'C7', 'S7', 'S8', 'DA']
name: baseline4, hole_card: ['S3', 'SA']
name: b10202024, hole_card: ['SJ', 'D7']
name: baseline4, hole_card: ['S3', 'SA']
name: b10202024, hole_card: ['SJ', 'D7']
name: baseline4, hole_card: ['S3', 'SA']
name: b10202024, hole_card: ['SJ', 'D7']
name: baseline4, hole_card: ['S3', 'SA']
name: b10202024, hole_card: ['SJ', 'D7']
community cards of this round: ['H6', 'S8', 'S3', 'C5', 'C8']
name: baseline4, hole_card: ['CA', 'S5']
name: b10202024, hole_card: ['HA', 'H3']
name: baseline4, hole_card: ['CA', 'S5']
name: b10202024, hole_card: ['HA', 'H3']
name: baseline4, hole_card: ['CA', 'S5']
name: b10202024, hole_card: ['HA', 'H3']
community cards of this round: ['SA', 'D7', 'S9', 'DT', 'S8']
name: baseline4, hole_card: ['H5', 'H9']
name: b10202024, hole_card: ['D9', 'S4']
name: baseline4, hole_card: ['H5', 'H9']
name: b10202024, hole_card: ['D9', 'S4']
community cards of this round: ['HT', 'S5', 'C7', 'SJ', 'D8']
name: baseline4, hole_card: ['CA', 'C2']
name: b10202024, hole_card: ['H5', 'HQ']
name: baseline4, hole_card: ['CA', 'C2']
name: b10202024, hole_card: ['H5', 'HQ']
name: baseline4, hole_card: ['CA', 'C2']
name: b10202024, hole_card: ['H5', 'HQ']
community cards of this round: ['H6', 'CT', 'S2', 'S6', 'SQ']
name: baseline4, hole_card: ['S5', 'D7']
name: b10202024, hole_card: ['H9', 'C5']
name: baseline4, hole_card: ['S5', 'D7']
name: b10202024, hole_card: ['H9', 'C5']
community cards of this round: ['D6', 'C6', 'H8', 'D2', 'D9']
name: baseline4, hole_card: ['SA', 'HT']
name: b10202024, hole_card: ['H5', 'S8']
name: baseline4, hole_card: ['SA', 'HT']
name: b10202024, hole_card: ['H5', 'S8']
name: baseline4, hole_card: ['SA', 'HT']
name: b10202024, hole_card: ['H5', 'S8']
community cards of this round: ['DA', 'CA', 'C8', 'D5', 'D9']
name: baseline4, hole_card: ['C4', 'S5']
name: b10202024, hole_card: ['D8', 'CT']
name: baseline4, hole_card: ['C4', 'S5']
name: b10202024, hole_card: ['D8', 'CT']
community cards of this round: ['C4', 'C6', 'H9', 'S9', 'CT']
name: baseline4, hole_card: ['H3', 'CQ']
name: b10202024, hole_card: ['S8', 'C8']
name: baseline4, hole_card: ['H3', 'CQ']
name: b10202024, hole_card: ['S8', 'C8']
name: baseline4, hole_card: ['H3', 'CQ']
name: b10202024, hole_card: ['S8', 'C8']
community cards of this round: ['SA', 'S6', 'SQ', 'D5', 'C6']
name: baseline4, hole_card: ['H3', 'CJ']
name: b10202024, hole_card: ['H9', 'S9']
name: baseline4, hole_card: ['H3', 'CJ']
name: b10202024, hole_card: ['H9', 'S9']
community cards of this round: ['SK', 'HA', 'HT', 'S5', 'D4']
name: baseline4, hole_card: ['DJ', 'HQ']
name: b10202024, hole_card: ['CQ', 'DT']
name: baseline4, hole_card: ['DJ', 'HQ']
name: b10202024, hole_card: ['CQ', 'DT']
name: baseline4, hole_card: ['DJ', 'HQ']
name: b10202024, hole_card: ['CQ', 'DT']
community cards of this round: ['C9', 'D4', 'S2', 'S6', 'D3']
name: baseline4, hole_card: ['HQ', 'CK']
name: b10202024, hole_card: ['DK', 'H5']
name: baseline4, hole_card: ['HQ', 'CK']
name: b10202024, hole_card: ['DK', 'H5']
b10202024 vs baseline4 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline4', 'uuid': 'cowloanwcmtqgqgaitrlfg', 'stack': 1025.0, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'pavghnrdyqjbnruqacjfvn', 'stack': 971.9667984189724, 'state': 'participating'}]}
community cards of this round: ['S6', 'C2', 'S3', 'SJ', 'DK']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
name: b10202024, hole_card: ['DT', 'S4']
name: baseline4, hole_card: ['D9', 'S7']
community cards of this round: ['S3', 'S4', 'D6', 'D9', 'H5']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
name: b10202024, hole_card: ['H7', 'SJ']
name: baseline4, hole_card: ['H2', 'HK']
community cards of this round: ['C8', 'DA', 'DJ', 'DT', 'CQ']
name: b10202024, hole_card: ['C6', 'S7']
name: baseline4, hole_card: ['H9', 'CK']
name: b10202024, hole_card: ['C6', 'S7']
name: baseline4, hole_card: ['H9', 'CK']
name: b10202024, hole_card: ['C6', 'S7']
name: baseline4, hole_card: ['H9', 'CK']
community cards of this round: ['D8', 'HQ', 'DQ', 'C9', 'CQ']
name: b10202024, hole_card: ['C5', 'D7']
name: baseline4, hole_card: ['C4', 'SQ']
name: b10202024, hole_card: ['C5', 'D7']
name: baseline4, hole_card: ['C4', 'SQ']
community cards of this round: ['C3', 'CQ', 'DK', 'H2', 'H7']
name: b10202024, hole_card: ['CJ', 'DJ']
name: baseline4, hole_card: ['H9', 'HJ']
name: b10202024, hole_card: ['CJ', 'DJ']
name: baseline4, hole_card: ['H9', 'HJ']
name: b10202024, hole_card: ['CJ', 'DJ']
name: baseline4, hole_card: ['H9', 'HJ']
community cards of this round: ['SK', 'H4', 'S3', 'S2', 'C5']
name: b10202024, hole_card: ['CQ', 'C3']
name: baseline4, hole_card: ['D2', 'CA']
name: b10202024, hole_card: ['CQ', 'C3']
name: baseline4, hole_card: ['D2', 'CA']
community cards of this round: ['SK', 'D3', 'CT', 'DA', 'D9']
name: b10202024, hole_card: ['DK', 'C2']
name: baseline4, hole_card: ['S7', 'S2']
name: b10202024, hole_card: ['DK', 'C2']
name: baseline4, hole_card: ['S7', 'S2']
name: b10202024, hole_card: ['DK', 'C2']
name: baseline4, hole_card: ['S7', 'S2']
community cards of this round: ['D8', 'D2', 'D7', 'HJ', 'C3']
name: b10202024, hole_card: ['D9', 'C8']
name: baseline4, hole_card: ['CT', 'SQ']
name: b10202024, hole_card: ['D9', 'C8']
name: baseline4, hole_card: ['CT', 'SQ']
community cards of this round: ['SA', 'D3', 'HJ', 'HT', 'S5']
name: b10202024, hole_card: ['D7', 'H9']
name: baseline4, hole_card: ['D5', 'D2']
name: b10202024, hole_card: ['D7', 'H9']
name: baseline4, hole_card: ['D5', 'D2']
name: b10202024, hole_card: ['D7', 'H9']
name: baseline4, hole_card: ['D5', 'D2']
community cards of this round: ['C5', 'C7', 'S7', 'S8', 'DA']
name: b10202024, hole_card: ['S3', 'SA']
name: baseline4, hole_card: ['SJ', 'D7']
name: b10202024, hole_card: ['S3', 'SA']
name: baseline4, hole_card: ['SJ', 'D7']
community cards of this round: ['H6', 'S8', 'S3', 'C5', 'C8']
name: b10202024, hole_card: ['CA', 'S5']
name: baseline4, hole_card: ['HA', 'H3']
name: b10202024, hole_card: ['CA', 'S5']
name: baseline4, hole_card: ['HA', 'H3']
name: b10202024, hole_card: ['CA', 'S5']
name: baseline4, hole_card: ['HA', 'H3']
community cards of this round: ['SA', 'D7', 'S9', 'DT', 'S8']
name: b10202024, hole_card: ['H5', 'H9']
name: baseline4, hole_card: ['D9', 'S4']
name: b10202024, hole_card: ['H5', 'H9']
name: baseline4, hole_card: ['D9', 'S4']
community cards of this round: ['HT', 'S5', 'C7', 'SJ', 'D8']
name: b10202024, hole_card: ['CA', 'C2']
name: baseline4, hole_card: ['H5', 'HQ']
name: b10202024, hole_card: ['CA', 'C2']
name: baseline4, hole_card: ['H5', 'HQ']
name: b10202024, hole_card: ['CA', 'C2']
name: baseline4, hole_card: ['H5', 'HQ']
community cards of this round: ['H6', 'CT', 'S2', 'S6', 'SQ']
name: b10202024, hole_card: ['S5', 'D7']
name: baseline4, hole_card: ['H9', 'C5']
name: b10202024, hole_card: ['S5', 'D7']
name: baseline4, hole_card: ['H9', 'C5']
community cards of this round: ['D6', 'C6', 'H8', 'D2', 'D9']
name: b10202024, hole_card: ['SA', 'HT']
name: baseline4, hole_card: ['H5', 'S8']
name: b10202024, hole_card: ['SA', 'HT']
name: baseline4, hole_card: ['H5', 'S8']
name: b10202024, hole_card: ['SA', 'HT']
name: baseline4, hole_card: ['H5', 'S8']
community cards of this round: ['DA', 'CA', 'C8', 'D5', 'D9']
name: b10202024, hole_card: ['C4', 'S5']
name: baseline4, hole_card: ['D8', 'CT']
name: b10202024, hole_card: ['C4', 'S5']
name: baseline4, hole_card: ['D8', 'CT']
community cards of this round: ['C4', 'C6', 'H9', 'S9', 'CT']
name: b10202024, hole_card: ['H3', 'CQ']
name: baseline4, hole_card: ['S8', 'C8']
name: b10202024, hole_card: ['H3', 'CQ']
name: baseline4, hole_card: ['S8', 'C8']
name: b10202024, hole_card: ['H3', 'CQ']
name: baseline4, hole_card: ['S8', 'C8']
community cards of this round: ['SA', 'S6', 'SQ', 'D5', 'C6']
name: b10202024, hole_card: ['H3', 'CJ']
name: baseline4, hole_card: ['H9', 'S9']
name: b10202024, hole_card: ['H3', 'CJ']
name: baseline4, hole_card: ['H9', 'S9']
community cards of this round: ['SK', 'HA', 'HT', 'S5', 'D4']
name: b10202024, hole_card: ['DJ', 'HQ']
name: baseline4, hole_card: ['CQ', 'DT']
name: b10202024, hole_card: ['DJ', 'HQ']
name: baseline4, hole_card: ['CQ', 'DT']
name: b10202024, hole_card: ['DJ', 'HQ']
name: baseline4, hole_card: ['CQ', 'DT']
community cards of this round: ['C9', 'D4', 'S2', 'S6', 'D3']
name: b10202024, hole_card: ['HQ', 'CK']
name: baseline4, hole_card: ['DK', 'H5']
name: b10202024, hole_card: ['HQ', 'CK']
name: baseline4, hole_card: ['DK', 'H5']
b10202024 vs baseline4 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10202024', 'uuid': 'ioyasknrrnxuuxvrtiphkn', 'stack': 1427.878102766799, 'state': 'participating'}, {'name': 'baseline4', 'uuid': 'kdjhfyrrtsanqjmmrstrty', 'stack': 568.2781027667988, 'state': 'participating'}]}
community cards of this round: ['HK', 'S3', 'SA', 'D7', 'DJ']
name: baseline4, hole_card: ['H5', 'S4']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline4, hole_card: ['H5', 'S4']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline4, hole_card: ['H5', 'S4']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline4, hole_card: ['H5', 'S4']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline4, hole_card: ['H5', 'S4']
name: b10202024, hole_card: ['DK', 'H2']
community cards of this round: ['HJ', 'D2', 'D5', 'C7', 'SJ']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
name: baseline4, hole_card: ['DJ', 'H7']
name: b10202024, hole_card: ['S2', 'D9']
community cards of this round: ['H4', 'SA', 'S4', 'DJ', 'SK']
name: baseline4, hole_card: ['D5', 'S9']
name: b10202024, hole_card: ['C3', 'S6']
name: baseline4, hole_card: ['D5', 'S9']
name: b10202024, hole_card: ['C3', 'S6']
name: baseline4, hole_card: ['D5', 'S9']
name: b10202024, hole_card: ['C3', 'S6']
name: baseline4, hole_card: ['D5', 'S9']
name: b10202024, hole_card: ['C3', 'S6']
community cards of this round: ['S5', 'HA', 'DK', 'SJ', 'S2']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
name: baseline4, hole_card: ['C7', 'C8']
name: b10202024, hole_card: ['S8', 'D9']
community cards of this round: ['D9', 'SJ', 'S8', 'D7', 'CQ']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
name: baseline4, hole_card: ['HA', 'S6']
name: b10202024, hole_card: ['C6', 'D8']
community cards of this round: ['CK', 'ST', 'DA', 'DK', 'HQ']
name: baseline4, hole_card: ['D3', 'DQ']
name: b10202024, hole_card: ['C4', 'H3']
name: baseline4, hole_card: ['D3', 'DQ']
name: b10202024, hole_card: ['C4', 'H3']
name: baseline4, hole_card: ['D3', 'DQ']
name: b10202024, hole_card: ['C4', 'H3']
name: baseline4, hole_card: ['D3', 'DQ']
name: b10202024, hole_card: ['C4', 'H3']
name: baseline4, hole_card: ['D3', 'DQ']
name: b10202024, hole_card: ['C4', 'H3']
community cards of this round: ['D6', 'H7', 'C7', 'HK', 'S2']
name: baseline4, hole_card: ['S4', 'S7']
name: b10202024, hole_card: ['D8', 'SK']
name: baseline4, hole_card: ['S4', 'S7']
