community cards of this round: ['S7', 'C4', 'C7', 'H6', 'HA']
name: baseline1, hole_card: ['H8', 'D6']
name: b10505044, hole_card: ['C6', 'C8']
community cards of this round: ['H7', 'H8', 'D5', 'HK', 'SQ']
name: baseline3, hole_card: ['ST', 'S2']
name: b10505044, hole_card: ['S3', 'C5']
name: baseline3, hole_card: ['ST', 'S2']
name: b10505044, hole_card: ['S3', 'C5']
name: baseline3, hole_card: ['ST', 'S2']
name: b10505044, hole_card: ['S3', 'C5']
community cards of this round: ['H8', 'CQ', 'D2', 'HA', 'C9']
name: baseline3, hole_card: ['D3', 'HT']
name: b10505044, hole_card: ['C8', 'D9']
name: baseline3, hole_card: ['D3', 'HT']
name: b10505044, hole_card: ['C8', 'D9']
b10505044 vs baseline3 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline3', 'uuid': 'lsnhkdvzvivemqtkrihoqx', 'stack': 1240.3125, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'nfnskzmwydqzwbubsohmtq', 'stack': 757.75, 'state': 'participating'}]}
b10505044 vs baseline3 - Match Result: 3 games won, 5 points earned
community cards of this round: ['H8', 'C3', 'D2', 'S9', 'S5']
name: baseline4, hole_card: ['ST', 'D6']
name: b10505044, hole_card: ['DT', 'D5']
name: baseline4, hole_card: ['ST', 'D6']
name: b10505044, hole_card: ['DT', 'D5']
name: baseline4, hole_card: ['ST', 'D6']
name: b10505044, hole_card: ['DT', 'D5']
name: baseline4, hole_card: ['ST', 'D6']
name: b10505044, hole_card: ['DT', 'D5']
community cards of this round: ['H2', 'HK', 'H5', 'CJ', 'S6']
name: baseline4, hole_card: ['S3', 'SJ']
name: b10505044, hole_card: ['H3', 'H4']
name: baseline4, hole_card: ['S3', 'SJ']
name: b10505044, hole_card: ['H3', 'H4']
name: baseline4, hole_card: ['S3', 'SJ']
name: b10505044, hole_card: ['H3', 'H4']
community cards of this round: ['ST', 'CJ', 'DQ', 'C7', 'D7']
name: baseline4, hole_card: ['D3', 'H9']
name: b10505044, hole_card: ['H8', 'C4']
name: baseline4, hole_card: ['D3', 'H9']
name: b10505044, hole_card: ['H8', 'C4']
name: baseline4, hole_card: ['D3', 'H9']
name: b10505044, hole_card: ['H8', 'C4']
name: baseline4, hole_card: ['D3', 'H9']
name: b10505044, hole_card: ['H8', 'C4']
community cards of this round: ['DT', 'HT', 'ST', 'C2', 'H5']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
name: baseline4, hole_card: ['CT', 'SA']
name: b10505044, hole_card: ['S6', 'SQ']
community cards of this round: ['D2', 'CT', 'C9', 'D5', 'H3']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
name: baseline4, hole_card: ['C6', 'CJ']
name: b10505044, hole_card: ['H9', 'DA']
community cards of this round: ['H2', 'D7', 'HT', 'D4', 'C3']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
name: baseline4, hole_card: ['CJ', 'S6']
name: b10505044, hole_card: ['H7', 'H9']
community cards of this round: ['HK', 'H5', 'ST', 'S3', 'S6']
name: baseline4, hole_card: ['H9', 'DJ']
name: b10505044, hole_card: ['C4', 'CQ']
name: baseline4, hole_card: ['H9', 'DJ']
name: b10505044, hole_card: ['C4', 'CQ']
name: baseline4, hole_card: ['H9', 'DJ']
name: b10505044, hole_card: ['C4', 'CQ']
name: baseline4, hole_card: ['H9', 'DJ']
name: b10505044, hole_card: ['C4', 'CQ']
name: baseline4, hole_card: ['H9', 'DJ']
name: b10505044, hole_card: ['C4', 'CQ']
community cards of this round: ['DT', 'D3', 'C7', 'D4', 'SJ']
name: baseline4, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['S4', 'S9']
name: baseline4, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['S4', 'S9']
name: baseline4, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['S4', 'S9']
name: baseline4, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['S4', 'S9']
name: baseline4, hole_card: ['D6', 'C3']
name: b10505044, hole_card: ['S4', 'S9']
community cards of this round: ['D7', 'CT', 'C2', 'CJ', 'DT']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
name: baseline4, hole_card: ['S4', 'S8']
name: b10505044, hole_card: ['HA', 'CK']
community cards of this round: ['D8', 'CT', 'S9', 'C3', 'SJ']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
name: baseline4, hole_card: ['D2', 'DT']
name: b10505044, hole_card: ['C9', 'D5']
community cards of this round: ['DQ', 'S8', 'CQ', 'ST', 'S5']
name: baseline4, hole_card: ['H8', 'SK']
name: b10505044, hole_card: ['C3', 'D9']
name: baseline4, hole_card: ['H8', 'SK']
name: b10505044, hole_card: ['C3', 'D9']
community cards of this round: ['DA', 'H9', 'DT', 'C9', 'HQ']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
name: baseline4, hole_card: ['D2', 'CK']
name: b10505044, hole_card: ['D9', 'S8']
community cards of this round: ['CQ', 'H8', 'SA', 'S3', 'S5']
name: baseline4, hole_card: ['SJ', 'H4']
name: b10505044, hole_card: ['S4', 'D5']
name: baseline4, hole_card: ['SJ', 'H4']
name: b10505044, hole_card: ['S4', 'D5']
name: baseline4, hole_card: ['SJ', 'H4']
name: b10505044, hole_card: ['S4', 'D5']
name: baseline4, hole_card: ['SJ', 'H4']
name: b10505044, hole_card: ['S4', 'D5']
community cards of this round: ['S9', 'DT', 'D5', 'S4', 'HK']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
name: baseline4, hole_card: ['SA', 'D4']
name: b10505044, hole_card: ['S8', 'C7']
community cards of this round: ['C3', 'CK', 'D6', 'D2', 'HQ']
name: baseline4, hole_card: ['S5', 'DT']
name: b10505044, hole_card: ['D7', 'S4']
name: baseline4, hole_card: ['S5', 'DT']
name: b10505044, hole_card: ['D7', 'S4']
name: baseline4, hole_card: ['S5', 'DT']
name: b10505044, hole_card: ['D7', 'S4']
name: baseline4, hole_card: ['S5', 'DT']
name: b10505044, hole_card: ['D7', 'S4']
community cards of this round: ['S9', 'CQ', 'S5', 'S8', 'H6']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
name: baseline4, hole_card: ['S2', 'H2']
name: b10505044, hole_card: ['SJ', 'DT']
community cards of this round: ['HQ', 'S2', 'H2', 'D6', 'CA']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
name: baseline4, hole_card: ['SA', 'HT']
name: b10505044, hole_card: ['S9', 'DK']
community cards of this round: ['C6', 'C2', 'D2', 'SQ', 'DA']
name: baseline4, hole_card: ['ST', 'CA']
name: b10505044, hole_card: ['S3', 'C9']
name: baseline4, hole_card: ['ST', 'CA']
name: b10505044, hole_card: ['S3', 'C9']
name: baseline4, hole_card: ['ST', 'CA']
name: b10505044, hole_card: ['S3', 'C9']
name: baseline4, hole_card: ['ST', 'CA']
name: b10505044, hole_card: ['S3', 'C9']
name: baseline4, hole_card: ['ST', 'CA']
name: b10505044, hole_card: ['S3', 'C9']
community cards of this round: ['S4', 'SA', 'S3', 'S8', 'SJ']
name: baseline4, hole_card: ['CQ', 'S6']
name: b10505044, hole_card: ['C6', 'H8']
name: baseline4, hole_card: ['CQ', 'S6']
name: b10505044, hole_card: ['C6', 'H8']
community cards of this round: ['H3', 'D6', 'DK', 'S4', 'C8']
name: baseline4, hole_card: ['D5', 'H9']
name: b10505044, hole_card: ['ST', 'C4']
name: baseline4, hole_card: ['D5', 'H9']
name: b10505044, hole_card: ['ST', 'C4']
name: baseline4, hole_card: ['D5', 'H9']
name: b10505044, hole_card: ['ST', 'C4']
name: baseline4, hole_card: ['D5', 'H9']
name: b10505044, hole_card: ['ST', 'C4']
name: baseline4, hole_card: ['D5', 'H9']
name: b10505044, hole_card: ['ST', 'C4']
b10505044 vs baseline4 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline4', 'uuid': 'nudonrpnghvhlittvnbrbj', 'stack': 1696.8173139627224, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'rotvuzsjwwgqtkbxramvcx', 'stack': 298.581862694393, 'state': 'participating'}]}
community cards of this round: ['H8', 'C3', 'D2', 'S9', 'S5']
name: b10505044, hole_card: ['ST', 'D6']
name: baseline4, hole_card: ['DT', 'D5']
name: b10505044, hole_card: ['ST', 'D6']
name: baseline4, hole_card: ['DT', 'D5']
name: b10505044, hole_card: ['ST', 'D6']
name: baseline4, hole_card: ['DT', 'D5']
name: b10505044, hole_card: ['ST', 'D6']
name: baseline4, hole_card: ['DT', 'D5']
name: b10505044, hole_card: ['ST', 'D6']
name: baseline4, hole_card: ['DT', 'D5']
community cards of this round: ['H2', 'HK', 'H5', 'CJ', 'S6']
name: b10505044, hole_card: ['S3', 'SJ']
name: baseline4, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['S3', 'SJ']
name: baseline4, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['S3', 'SJ']
name: baseline4, hole_card: ['H3', 'H4']
name: b10505044, hole_card: ['S3', 'SJ']
name: baseline4, hole_card: ['H3', 'H4']
community cards of this round: ['ST', 'CJ', 'DQ', 'C7', 'D7']
name: b10505044, hole_card: ['D3', 'H9']
name: baseline4, hole_card: ['H8', 'C4']
name: b10505044, hole_card: ['D3', 'H9']
name: baseline4, hole_card: ['H8', 'C4']
name: b10505044, hole_card: ['D3', 'H9']
name: baseline4, hole_card: ['H8', 'C4']
community cards of this round: ['DT', 'HT', 'ST', 'C2', 'H5']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
name: b10505044, hole_card: ['CT', 'SA']
name: baseline4, hole_card: ['S6', 'SQ']
community cards of this round: ['D2', 'CT', 'C9', 'D5', 'H3']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
name: b10505044, hole_card: ['C6', 'CJ']
name: baseline4, hole_card: ['H9', 'DA']
community cards of this round: ['H2', 'D7', 'HT', 'D4', 'C3']
name: b10505044, hole_card: ['CJ', 'S6']
name: baseline4, hole_card: ['H7', 'H9']
name: b10505044, hole_card: ['CJ', 'S6']
name: baseline4, hole_card: ['H7', 'H9']
name: b10505044, hole_card: ['CJ', 'S6']
name: baseline4, hole_card: ['H7', 'H9']
name: b10505044, hole_card: ['CJ', 'S6']
name: baseline4, hole_card: ['H7', 'H9']
community cards of this round: ['HK', 'H5', 'ST', 'S3', 'S6']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
name: b10505044, hole_card: ['H9', 'DJ']
name: baseline4, hole_card: ['C4', 'CQ']
community cards of this round: ['DT', 'D3', 'C7', 'D4', 'SJ']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
name: b10505044, hole_card: ['D6', 'C3']
name: baseline4, hole_card: ['S4', 'S9']
community cards of this round: ['D7', 'CT', 'C2', 'CJ', 'DT']
name: b10505044, hole_card: ['S4', 'S8']
name: baseline4, hole_card: ['HA', 'CK']
name: b10505044, hole_card: ['S4', 'S8']
name: baseline4, hole_card: ['HA', 'CK']
name: b10505044, hole_card: ['S4', 'S8']
name: baseline4, hole_card: ['HA', 'CK']
name: b10505044, hole_card: ['S4', 'S8']
name: baseline4, hole_card: ['HA', 'CK']
name: b10505044, hole_card: ['S4', 'S8']
name: baseline4, hole_card: ['HA', 'CK']
community cards of this round: ['D8', 'CT', 'S9', 'C3', 'SJ']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
name: b10505044, hole_card: ['D2', 'DT']
name: baseline4, hole_card: ['C9', 'D5']
community cards of this round: ['DQ', 'S8', 'CQ', 'ST', 'S5']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
name: b10505044, hole_card: ['H8', 'SK']
name: baseline4, hole_card: ['C3', 'D9']
community cards of this round: ['DA', 'H9', 'DT', 'C9', 'HQ']
name: b10505044, hole_card: ['D2', 'CK']
name: baseline4, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['D2', 'CK']
name: baseline4, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['D2', 'CK']
name: baseline4, hole_card: ['D9', 'S8']
name: b10505044, hole_card: ['D2', 'CK']
name: baseline4, hole_card: ['D9', 'S8']
