community cards of this round: ['HJ', 'DA', 'SQ', 'DJ', 'C7']
name: baseline1, hole_card: ['H5', 'C5']
name: baseline5, hole_card: ['HT', 'DA']
name: b10505057, hole_card: ['C7', 'C6']
name: baseline5, hole_card: ['HT', 'DA']
name: b10505057, hole_card: ['C7', 'C6']
name: baseline5, hole_card: ['HT', 'DA']
name: b10505057, hole_card: ['C7', 'C6']
name: baseline5, hole_card: ['HT', 'DA']
name: b10505057, hole_card: ['C7', 'C6']
community cards of this round: ['HK', 'S5', 'C7', 'C8', 'DA']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
name: baseline5, hole_card: ['SK', 'ST']
name: b10505057, hole_card: ['S6', 'H9']
community cards of this round: ['C8', 'CJ', 'HQ', 'HA', 'D8']
name: baseline5, hole_card: ['H6', 'C6']
name: b10505057, hole_card: ['DA', 'C4']
name: baseline5, hole_card: ['H6', 'C6']
name: b10505057, hole_card: ['DA', 'C4']
name: baseline5, hole_card: ['H6', 'C6']
name: b10505057, hole_card: ['DA', 'C4']
community cards of this round: ['C2', 'D3', 'SA', 'SK', 'DJ']
name: baseline5, hole_card: ['HT', 'S7']
name: b10505057, hole_card: ['H5', 'H2']
name: baseline5, hole_card: ['HT', 'S7']
name: b10505057, hole_card: ['H5', 'H2']
community cards of this round: ['D2', 'S7', 'S3', 'H9', 'DJ']
name: baseline5, hole_card: ['DT', 'HT']
name: b10505057, hole_card: ['S2', 'H5']
name: baseline5, hole_card: ['DT', 'HT']
name: b10505057, hole_card: ['S2', 'H5']
name: baseline5, hole_card: ['DT', 'HT']
name: b10505057, hole_card: ['S2', 'H5']
community cards of this round: ['DJ', 'C7', 'S2', 'C4', 'H2']
name: baseline5, hole_card: ['S6', 'S7']
name: b10505057, hole_card: ['CA', 'C8']
name: baseline5, hole_card: ['S6', 'S7']
name: b10505057, hole_card: ['CA', 'C8']
community cards of this round: ['HQ', 'C2', 'H6', 'H5', 'HK']
name: baseline5, hole_card: ['S3', 'H7']
name: b10505057, hole_card: ['D6', 'CK']
name: baseline5, hole_card: ['S3', 'H7']
name: b10505057, hole_card: ['D6', 'CK']
name: baseline5, hole_card: ['S3', 'H7']
name: b10505057, hole_card: ['D6', 'CK']
community cards of this round: ['D5', 'HQ', 'C4', 'S4', 'C8']
name: baseline5, hole_card: ['H9', 'HA']
name: b10505057, hole_card: ['D4', 'D6']
name: baseline5, hole_card: ['H9', 'HA']
name: b10505057, hole_card: ['D4', 'D6']
community cards of this round: ['D9', 'S3', 'DK', 'C9', 'HT']
name: baseline5, hole_card: ['D4', 'C2']
name: b10505057, hole_card: ['D3', 'DT']
name: baseline5, hole_card: ['D4', 'C2']
name: b10505057, hole_card: ['D3', 'DT']
name: baseline5, hole_card: ['D4', 'C2']
name: b10505057, hole_card: ['D3', 'DT']
community cards of this round: ['HJ', 'S8', 'H8', 'S5', 'CA']
name: baseline5, hole_card: ['ST', 'CJ']
name: b10505057, hole_card: ['H9', 'HQ']
name: baseline5, hole_card: ['ST', 'CJ']
name: b10505057, hole_card: ['H9', 'HQ']
community cards of this round: ['D9', 'HJ', 'H9', 'S8', 'SK']
name: baseline5, hole_card: ['H7', 'C2']
name: b10505057, hole_card: ['S6', 'DT']
name: baseline5, hole_card: ['H7', 'C2']
name: b10505057, hole_card: ['S6', 'DT']
name: baseline5, hole_card: ['H7', 'C2']
name: b10505057, hole_card: ['S6', 'DT']
community cards of this round: ['H7', 'DQ', 'C8', 'C9', 'H6']
name: baseline5, hole_card: ['H9', 'HA']
name: b10505057, hole_card: ['DT', 'DA']
name: baseline5, hole_card: ['H9', 'HA']
name: b10505057, hole_card: ['DT', 'DA']
community cards of this round: ['D6', 'SQ', 'H5', 'H3', 'S8']
name: baseline5, hole_card: ['S3', 'C3']
name: b10505057, hole_card: ['C2', 'H9']
name: baseline5, hole_card: ['S3', 'C3']
name: b10505057, hole_card: ['C2', 'H9']
name: baseline5, hole_card: ['S3', 'C3']
name: b10505057, hole_card: ['C2', 'H9']
community cards of this round: ['C3', 'D6', 'H4', 'C9', 'D7']
name: baseline5, hole_card: ['H9', 'DQ']
name: b10505057, hole_card: ['H7', 'CJ']
name: baseline5, hole_card: ['H9', 'DQ']
name: b10505057, hole_card: ['H7', 'CJ']
community cards of this round: ['C8', 'D3', 'HA', 'D5', 'HQ']
name: baseline5, hole_card: ['DJ', 'D2']
name: b10505057, hole_card: ['C7', 'H4']
name: baseline5, hole_card: ['DJ', 'D2']
name: b10505057, hole_card: ['C7', 'H4']
name: baseline5, hole_card: ['DJ', 'D2']
name: b10505057, hole_card: ['C7', 'H4']
b10505057 vs baseline5 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline5', 'uuid': 'rprpdeyoqdrxjzzfiygyty', 'stack': 338.8962696621763, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'pmvpbnwzmyrkuwirjsatxb', 'stack': 1658.9997116563918, 'state': 'participating'}]}
community cards of this round: ['D3', 'C7', 'SA', 'C5', 'S7']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
name: b10505057, hole_card: ['D7', 'D8']
name: baseline5, hole_card: ['H5', 'C2']
community cards of this round: ['SQ', 'D4', 'D9', 'D3', 'H7']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
name: b10505057, hole_card: ['HK', 'H3']
name: baseline5, hole_card: ['C7', 'S5']
community cards of this round: ['HJ', 'S6', 'SQ', 'H4', 'S9']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
name: b10505057, hole_card: ['CA', 'H5']
name: baseline5, hole_card: ['C5', 'C8']
community cards of this round: ['C7', 'DT', 'S8', 'D6', 'C4']
name: b10505057, hole_card: ['H3', 'H6']
name: baseline5, hole_card: ['S9', 'SK']
name: b10505057, hole_card: ['H3', 'H6']
name: baseline5, hole_card: ['S9', 'SK']
community cards of this round: ['C9', 'H4', 'HK', 'HA', 'DT']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
name: b10505057, hole_card: ['SJ', 'D8']
name: baseline5, hole_card: ['H7', 'CA']
community cards of this round: ['HA', 'C9', 'SK', 'D4', 'HJ']
name: b10505057, hole_card: ['HT', 'DA']
name: baseline5, hole_card: ['C7', 'C6']
name: b10505057, hole_card: ['HT', 'DA']
name: baseline5, hole_card: ['C7', 'C6']
name: b10505057, hole_card: ['HT', 'DA']
name: baseline5, hole_card: ['C7', 'C6']
community cards of this round: ['HK', 'S5', 'C7', 'C8', 'DA']
name: b10505057, hole_card: ['SK', 'ST']
name: baseline5, hole_card: ['S6', 'H9']
name: b10505057, hole_card: ['SK', 'ST']
name: baseline5, hole_card: ['S6', 'H9']
name: b10505057, hole_card: ['SK', 'ST']
name: baseline5, hole_card: ['S6', 'H9']
name: b10505057, hole_card: ['SK', 'ST']
name: baseline5, hole_card: ['S6', 'H9']
community cards of this round: ['C8', 'CJ', 'HQ', 'HA', 'D8']
name: b10505057, hole_card: ['H6', 'C6']
name: baseline5, hole_card: ['DA', 'C4']
name: b10505057, hole_card: ['H6', 'C6']
name: baseline5, hole_card: ['DA', 'C4']
name: b10505057, hole_card: ['H6', 'C6']
name: baseline5, hole_card: ['DA', 'C4']
community cards of this round: ['C2', 'D3', 'SA', 'SK', 'DJ']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
name: b10505057, hole_card: ['HT', 'S7']
name: baseline5, hole_card: ['H5', 'H2']
community cards of this round: ['D2', 'S7', 'S3', 'H9', 'DJ']
name: b10505057, hole_card: ['DT', 'HT']
name: baseline5, hole_card: ['S2', 'H5']
name: b10505057, hole_card: ['DT', 'HT']
name: baseline5, hole_card: ['S2', 'H5']
name: b10505057, hole_card: ['DT', 'HT']
name: baseline5, hole_card: ['S2', 'H5']
community cards of this round: ['DJ', 'C7', 'S2', 'C4', 'H2']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
name: b10505057, hole_card: ['S6', 'S7']
name: baseline5, hole_card: ['CA', 'C8']
community cards of this round: ['HQ', 'C2', 'H6', 'H5', 'HK']
name: b10505057, hole_card: ['S3', 'H7']
name: baseline5, hole_card: ['D6', 'CK']
name: b10505057, hole_card: ['S3', 'H7']
name: baseline5, hole_card: ['D6', 'CK']
community cards of this round: ['D5', 'HQ', 'C4', 'S4', 'C8']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['D4', 'D6']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['D4', 'D6']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['D4', 'D6']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['D4', 'D6']
community cards of this round: ['D9', 'S3', 'DK', 'C9', 'HT']
name: b10505057, hole_card: ['D4', 'C2']
name: baseline5, hole_card: ['D3', 'DT']
name: b10505057, hole_card: ['D4', 'C2']
name: baseline5, hole_card: ['D3', 'DT']
community cards of this round: ['HJ', 'S8', 'H8', 'S5', 'CA']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
name: b10505057, hole_card: ['ST', 'CJ']
name: baseline5, hole_card: ['H9', 'HQ']
community cards of this round: ['D9', 'HJ', 'H9', 'S8', 'SK']
name: b10505057, hole_card: ['H7', 'C2']
name: baseline5, hole_card: ['S6', 'DT']
name: b10505057, hole_card: ['H7', 'C2']
name: baseline5, hole_card: ['S6', 'DT']
community cards of this round: ['H7', 'DQ', 'C8', 'C9', 'H6']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['DT', 'DA']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['DT', 'DA']
name: b10505057, hole_card: ['H9', 'HA']
name: baseline5, hole_card: ['DT', 'DA']
community cards of this round: ['D6', 'SQ', 'H5', 'H3', 'S8']
name: b10505057, hole_card: ['S3', 'C3']
name: baseline5, hole_card: ['C2', 'H9']
name: b10505057, hole_card: ['S3', 'C3']
name: baseline5, hole_card: ['C2', 'H9']
community cards of this round: ['C3', 'D6', 'H4', 'C9', 'D7']
name: b10505057, hole_card: ['H9', 'DQ']
name: baseline5, hole_card: ['H7', 'CJ']
name: b10505057, hole_card: ['H9', 'DQ']
name: baseline5, hole_card: ['H7', 'CJ']
name: b10505057, hole_card: ['H9', 'DQ']
name: baseline5, hole_card: ['H7', 'CJ']
community cards of this round: ['C8', 'D3', 'HA', 'D5', 'HQ']
name: b10505057, hole_card: ['DJ', 'D2']
name: baseline5, hole_card: ['C7', 'H4']
name: b10505057, hole_card: ['DJ', 'D2']
name: baseline5, hole_card: ['C7', 'H4']
b10505057 vs baseline5 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505057', 'uuid': 'ayqkzkbgpapyqodlgqghmk', 'stack': 1062.906772674399, 'state': 'participating'}, {'name': 'baseline5', 'uuid': 'afhizernfofqmlivjvxdmj', 'stack': 933.7781339909666, 'state': 'participating'}]}
community cards of this round: ['D2', 'C8', 'DT', 'DA', 'C4']
name: baseline5, hole_card: ['C7', 'CQ']
name: b10505057, hole_card: ['C2', 'D5']
name: baseline5, hole_card: ['C7', 'CQ']
name: b10505057, hole_card: ['C2', 'D5']
community cards of this round: ['HK', 'CQ', 'H4', 'HT', 'D4']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
name: baseline5, hole_card: ['D8', 'CT']
name: b10505057, hole_card: ['SK', 'D9']
community cards of this round: ['H8', 'D8', 'C6', 'HJ', 'H2']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
name: baseline5, hole_card: ['HQ', 'H4']
name: b10505057, hole_card: ['H5', 'SK']
community cards of this round: ['H7', 'C9', 'C8', 'C6', 'CT']
name: baseline5, hole_card: ['H6', 'D3']
name: b10505057, hole_card: ['D4', 'H9']
name: baseline5, hole_card: ['H6', 'D3']
name: b10505057, hole_card: ['D4', 'H9']
name: baseline5, hole_card: ['H6', 'D3']
name: b10505057, hole_card: ['D4', 'H9']
community cards of this round: ['D4', 'H7', 'HK', 'H8', 'C4']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
name: baseline5, hole_card: ['D5', 'DK']
name: b10505057, hole_card: ['H6', 'C8']
community cards of this round: ['C7', 'C6', 'H2', 'H4', 'H5']
name: baseline5, hole_card: ['C5', 'C9']
name: b10505057, hole_card: ['D2', 'S5']
name: baseline5, hole_card: ['C5', 'C9']
name: b10505057, hole_card: ['D2', 'S5']
name: baseline5, hole_card: ['C5', 'C9']
name: b10505057, hole_card: ['D2', 'S5']
community cards of this round: ['S9', 'DA', 'DT', 'SJ', 'H4']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline5, hole_card: ['D5', 'CJ']
name: b10505057, hole_card: ['S2', 'HK']
community cards of this round: ['S4', 'D5', 'HQ', 'D9', 'SK']
name: baseline5, hole_card: ['ST', 'H5']
name: b10505057, hole_card: ['HJ', 'DJ']
name: baseline5, hole_card: ['ST', 'H5']
name: b10505057, hole_card: ['HJ', 'DJ']
name: baseline5, hole_card: ['ST', 'H5']
name: b10505057, hole_card: ['HJ', 'DJ']
name: baseline5, hole_card: ['ST', 'H5']
name: b10505057, hole_card: ['HJ', 'DJ']
community cards of this round: ['S6', 'DT', 'D3', 'DJ', 'S4']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
name: baseline5, hole_card: ['S7', 'D8']
name: b10505057, hole_card: ['H4', 'HQ']
community cards of this round: ['CT', 'C5', 'H5', 'DJ', 'SQ']
name: baseline5, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['S9', 'HT']
name: baseline5, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['S9', 'HT']
name: baseline5, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['S9', 'HT']
name: baseline5, hole_card: ['H9', 'CK']
name: b10505057, hole_card: ['S9', 'HT']
